Date,Hour,Price_Bus_Avg,Price_Houston,Price_Hub_Avg,Price_North,Price_Panhandle,Price_South,Price_West,Load_Coast,Load_East,Load_FarWest,Load_North,Load_CentralNorth,Load_South,Load_CentralSouth,Load_West,Load_Total,Wind_SystemWide,Wind_Panhandle,Wind_Coast,Wind_South,Wind_West,Wind_North,Solar_SystemWide,Solar_CenterWest,Solar_NorthWest,Solar_FarWest,Solar_FarEast,Solar_SouthEast,Solar_CenterEast
2025-02-22,17,28.35,28.63,28.25,28.82,28.68,26.96,28.57,14818.23,1698.21,7330.13,1643.24,13594.12,5554.61,10242.57,1331.72,56212.83,2878.98,926.55,1124.99,262.89,531.43,33.12,12044.54,2313.09,1524.35,3838.93,3107.8,243.52,1016.85
2025-02-22,18,44.23,43.75,44.06,44.90,44.79,42.52,45.06,14698.23,1864.41,7339.66,1676.62,13875.78,5623.04,10310.94,1369.25,56757.93,3090.22,1170.17,892.72,277.85,703.49,45.99,5434.12,1284.63,779.98,2058.75,920.22,94.23,296.31
2025-02-22,19,57.21,56.05,57.08,58.64,59.29,52.40,61.23,14824.6,1895.05,7077.22,1735.02,14794.49,5698.25,10478.51,1383.89,57887.03,3917.29,1635.45,814.05,307.56,1013.71,146.52,303.74,62.2,57.93,166.95,7.72,3.75,5.19
2025-02-22,20,54.11,53.70,54.20,54.91,53.11,50.51,57.68,14733.2,1907.54,7104.58,1808.66,15366.63,5695.9,10487.57,1491.66,58595.74,5722.2,2478.59,770.09,358.33,1717.11,398.08,0.29,0.0,0.0,0.01,0.19,0.0,0.09
2025-02-22,21,44.42,43.73,45.16,43.51,34.65,44.28,49.11,14575.47,2003.92,7050.41,1804.04,15530.15,5647.68,10289.15,1445.47,58346.28,7041.51,2747.97,640.45,317.69,2807.82,527.58,0.29,0.0,0.0,0.01,0.19,0.0,0.09
2025-02-22,22,42.37,41.37,43.33,41.00,29.75,42.94,48.01,14307.74,2019.39,6984.52,1787.96,15514.9,5538.13,10044.04,1420.29,57616.98,7497.66,2726.41,573.73,254.34,3391.27,551.91,0.27,0.0,0.0,0.0,0.19,0.0,0.08
2025-02-22,23,33.25,33.04,33.99,32.18,24.17,33.66,37.07,13852.25,1952.54,6751.27,1853.6,15267.05,5442.73,9662.75,1392.07,56174.25,7928.56,2729.58,290.38,204.24,4100.0,604.36,0.26,0.0,0.0,0.01,0.17,0.0,0.08
2025-02-22,0,30.71,30.47,31.44,29.68,23.31,31.10,34.50,13400.97,1909.9,7060.29,1775.87,14835.07,5316.98,9316.67,1398.44,55014.19,8700.59,2552.54,213.49,321.27,5056.22,557.07,0.35,0.0,0.0,0.01,0.26,0.0,0.08
2025-02-23,1,30.29,29.15,30.56,29.95,28.02,30.49,32.66,13095.98,1894.03,7059.76,1790.31,14481.97,5098.93,9059.57,1378.08,53858.64,10184.97,2687.09,429.56,399.76,6146.92,521.64,0.38,0.0,0.0,0.0,0.3,0.0,0.08
2025-02-23,2,27.89,27.33,28.18,27.69,27.76,27.26,30.45,12886.66,2002.65,7040.39,1800.12,14580.53,5099.34,8955.46,1456.26,53821.41,11098.88,2599.57,773.92,449.48,6714.35,561.56,0.43,0.0,0.0,0.01,0.33,0.0,0.09
2025-02-23,3,26.20,25.58,26.52,26.14,27.22,25.03,29.33,13025.16,2054.06,7016.89,1789.34,14128.86,4854.21,8723.87,1451.19,53043.59,11219.44,2491.8,899.35,445.96,6777.74,604.59,0.45,0.0,0.0,0.01,0.35,0.0,0.09
2025-02-23,4,26.63,25.65,27.06,26.54,28.36,25.06,30.97,12910.69,1848.89,7015.52,1830.54,13979.93,4932.18,8703.71,1440.99,52662.44,11177.67,2559.4,886.83,403.25,6819.35,508.84,0.46,0.0,0.0,0.01,0.36,0.0,0.09
2025-02-23,5,29.00,28.15,29.59,28.77,30.12,27.18,34.28,12437.86,1823.52,6935.34,1850.02,13900.06,4777.09,8522.19,1345.12,51591.18,9884.78,2102.59,552.6,292.57,6423.63,513.39,0.45,0.0,0.0,0.01,0.35,0.0,0.09
2025-02-23,6,36.09,35.14,36.63,36.01,37.49,33.93,41.44,12498.49,1869.91,6959.13,1849.38,14095.13,4870.59,8629.33,1359.26,52131.22,9265.9,1859.36,437.34,332.53,6023.2,613.47,0.45,0.0,0.0,0.01,0.35,0.0,0.09
2025-02-23,7,44.88,44.26,45.01,45.09,45.32,43.60,47.08,12646.26,1893.62,7019.25,1905.12,14477.65,4865.52,8912.89,1425.31,53145.63,7923.8,1389.88,385.19,360.25,5225.4,563.08,0.47,0.0,0.0,0.01,0.32,0.0,0.14
2025-02-23,8,44.78,43.96,44.86,45.09,45.11,43.33,47.07,12810.81,1935.6,7100.42,1970.58,14918.39,4858.73,9189.67,1517.67,54301.87,7009.72,1537.4,282.12,263.31,4383.6,543.29,768.51,191.28,87.53,173.5,181.56,48.39,86.25
2025-02-23,9,32.91,32.84,32.89,32.98,32.87,32.81,32.93,13156.35,2001.91,7394.28,1973.94,15261.3,4907.19,9083.02,1450.81,55228.8,5925.06,1324.71,330.11,362.34,3489.66,418.24,7114.84,1778.96,979.81,2390.98,827.81,419.75,717.53
2025-02-23,10,29.00,29.08,28.95,29.17,29.09,28.52,29.05,13499.37,1967.46,7415.94,1922.54,15096.41,4935.74,8723.79,1412.49,54973.73,3213.53,577.05,566.02,397.1,1600.06,73.3,12116.16,2645.5,1581.82,4058.76,1743.66,821.84,1264.58
2025-02-23,11,28.06,28.18,28.00,28.30,28.20,27.36,28.14,13589.66,1965.78,7489.57,1889.61,14345.2,4889.46,8300.87,1334.68,53804.83,2486.99,449.94,672.7,346.64,1014.51,3.2,16314.57,2694.4,1639.24,4176.86,4279.56,1167.94,2356.57
2025-02-23,12,26.19,26.31,26.09,26.55,26.42,25.17,26.34,13426.75,1814.11,7817.01,1783.43,13567.21,4789.24,7939.96,1281.77,52419.47,2615.95,707.29,1042.97,256.61,607.7,1.38,20383.04,2632.23,1612.68,4164.0,7652.88,1535.62,2785.63
2025-02-23,13,22.45,22.59,22.39,22.68,22.58,21.76,22.51,13100.08,1742.91,7881.48,1689.17,13003.76,4566.42,7584.11,1314.68,50882.6,2572.42,552.59,1180.73,158.05,622.12,58.93,21545.21,2608.75,1612.41,4199.2,8381.72,1917.84,2825.29
2025-02-23,14,19.82,19.95,19.76,20.06,19.97,19.13,19.89,12986.44,1676.19,7824.77,1611.99,12567.26,4210.2,7171.13,1260.51,49308.47,2187.51,280.47,877.6,103.51,882.9,43.03,21123.81,2609.73,1623.09,4148.98,7782.56,2134.09,2825.36
2025-02-23,15,18.81,18.91,18.77,18.98,18.92,18.34,18.84,13297.73,1667.22,7745.53,1688.73,12493.1,4055.86,7026.33,1254.06,49228.56,2126.52,144.74,568.51,88.78,1288.83,35.66,20522.5,2641.47,1663.91,4173.34,6975.49,2178.12,2890.17
2025-02-23,16,19.91,19.98,19.87,20.03,19.98,19.56,19.92,12896.92,1667.71,7724.14,1612.49,12569.84,3925.97,6939.02,1236.7,48572.8,2112.74,89.15,395.03,102.0,1479.33,47.23,20064.75,2666.55,1709.1,4202.98,6464.03,2115.38,2906.71
2025-02-23,17,22.53,22.64,22.47,22.78,22.70,21.82,22.63,12583.27,1577.06,7361.29,1606.06,12301.55,3700.19,6983.63,1089.47,47202.53,2351.24,65.19,473.24,180.19,1585.55,47.07,18592.87,2537.63,1640.18,4075.31,5545.49,2185.22,2609.04
2025-02-23,18,33.30,33.27,33.24,33.57,33.54,32.60,33.51,12675.8,1664.35,7408.79,1635.59,12352.93,3677.41,7361.2,1073.73,47849.79,2387.97,30.36,546.64,188.07,1578.57,44.33,9305.36,1442.76,933.22,2679.72,1948.72,1215.3,1085.64
2025-02-23,19,50.62,47.49,50.57,52.72,56.65,43.19,58.86,12964.03,1801.84,7258.14,1686.78,13065.42,3912.37,7708.6,1160.38,49557.55,2048.64,58.44,380.85,144.64,1356.29,108.42,602.56,97.14,74.88,307.2,31.31,66.95,25.08
2025-02-23,20,51.77,47.51,51.84,53.90,59.18,43.77,62.16,13042.65,1866.42,7082.27,1688.14,13503.49,4035.65,8018.97,1209.06,50446.65,2672.87,72.7,349.97,402.79,1634.41,213.0,0.35,0.0,0.0,0.04,0.22,0.0,0.09
2025-02-23,21,58.72,55.26,58.81,60.50,64.93,51.90,67.58,12973.46,1850.43,7147.33,1678.1,13593.23,4189.28,8033.17,1215.66,50680.66,3224.34,209.65,225.09,609.84,1669.87,509.89,0.42,0.0,0.0,0.03,0.3,0.0,0.09
2025-02-23,22,47.67,44.90,47.94,48.80,52.98,42.41,55.67,12758.13,1826.13,7172.19,1647.47,13328.29,4361.72,7868.29,1288.03,50250.24,3931.31,416.49,189.57,666.77,1871.15,787.33,0.4,0.0,0.0,0.01,0.3,0.0,0.09
2025-02-23,23,34.67,32.97,35.17,34.87,38.54,31.67,41.18,12292.75,1848.4,6977.46,1587.68,12771.63,4349.76,7620.76,1259.74,48708.18,4884.79,629.24,276.73,760.37,2164.67,1053.78,0.4,0.0,0.0,0.01,0.3,0.0,0.09
2025-02-23,0,33.42,31.93,33.93,33.51,36.24,30.73,39.56,11746.83,1779.13,6929.82,1554.0,12179.1,4275.37,7276.99,1209.64,46950.86,5570.02,944.3,149.47,784.19,2423.58,1268.48,0.42,0.0,0.0,0.02,0.31,0.0,0.09
